srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.9,50237,149.171.126.4,6881,tcp,FIN,2.771595,10926,427436,31,29,17,154,NA,31369.66211,1230176.875,188,344,255,255,334983904,342713730,58,1243,0,0,5304.25445,3916.657668,1424257194,1424257197,14.819738,8.079123,5.68e-4,4.53e-4,1.15e-4,0,0,NA,NA,NA,3,6,3,2,1,1,2,,0
59.166.0.0,1723,149.171.126.9,21,tcp,FIN,0.856643,2934,3742,31,29,11,15,ftp,26877.00586,34301.33594,52,54,255,255,875102190,876114771,56,69,0,0,1416.331151,52.762016,1424255033,1424255034,16.790942,16.152623,6.94e-4,5.48e-4,1.46e-4,0,0,NA,1,1,1,1,4,2,1,1,3,,0
59.166.0.1,30550,149.171.126.1,53,udp,CON,0.001006,146,178,31,29,0,0,dns,580516.9375,707753.5,2,2,0,0,0,0,73,89,0,0,0,0,1424257524,1424257524,0.009,0.007,0,0,0,0,0,NA,NA,NA,5,4,3,4,2,1,3,,0
59.166.0.2,44683,149.171.126.7,6792,tcp,FIN,0.028345,1532,10254,31,29,4,5,NA,413759.0313,2723866.75,23,17,255,255,3026099302,3056441540,67,603,0,0,63.788402,109.713321,1421945426,1421945426,0.922182,1.7065,0.001188,0.001035,1.53e-4,0,0,0,0,0,4,7,3,3,2,2,2,,0
59.166.0.7,27849,149.171.126.6,80,tcp,FIN,1.007715,1684,10168,31,29,3,5,http,12416.20898,76243.78125,14,18,255,255,3983926756,3980787866,120,565,1,3924,8766.23275,7674.821477,1421928166,1421928167,77.485692,59.246824,6.44e-4,5.15e-4,1.29e-4,0,0,1,0,0,2,2,1,3,2,1,1,,0
59.166.0.8,2005,149.171.126.1,143,tcp,FIN,0.798208,7818,15172,31,29,30,32,NA,77714.07813,150857.9219,122,126,255,255,3145040129,1002665618,64,120,0,0,430.301947,426.681065,1424227752,1424227753,6.593322,6.297848,0.011851,0.010975,8.76e-4,0,0,NA,NA,NA,4,3,2,2,1,1,2,,0
59.166.0.7,4155,149.171.126.3,80,tcp,FIN,1.078033,1684,10168,31,29,3,5,http,11606.32422,71270.54688,14,18,255,255,3650783558,3655999908,120,565,1,3924,9241.06528,8090.795399,1421958491,1421958493,82.897844,63.386529,5.93e-4,4.58e-4,1.35e-4,0,0,1,0,0,3,3,3,3,1,1,1,,0
59.166.0.6,2346,149.171.126.4,25987,tcp,FIN,0.028975,3390,41008,31,29,7,22,NA,919413.25,11127109,56,58,255,255,1601371015,1601652630,61,707,0,0,34.756475,33.748222,1424256408,1424256408,0.521218,0.499105,6.38e-4,5.21e-4,1.17e-4,0,0,NA,NA,NA,4,1,4,4,1,1,3,,0
59.166.0.8,12723,149.171.126.4,25885,tcp,FIN,0.427958,424,8824,31,29,1,4,ftp-data,6935.259766,151211.0938,8,12,255,255,971058242,2021746746,53,735,0,0,4337.404067,3440.364895,1424258528,1424258528,61.092712,38.855999,6.78e-4,5.38e-4,1.4e-4,0,0,NA,NA,NA,3,6,6,4,1,1,4,,0
10.40.182.6,138,10.40.182.255,138,udp,INT,7.8e-5,503,0,64,0,0,0,NA,25846154,0,2,0,0,0,0,0,252,0,0,0,0,0,1424261459,1424261459,0.078,0,0,0,0,0,0,NA,NA,NA,56,56,56,56,56,56,56,,0
59.166.0.8,24167,149.171.126.8,60213,tcp,FIN,0.028139,2542,22432,31,29,7,14,NA,704786.9375,6225665.5,40,42,255,255,2660456585,2712197368,64,534,0,0,47.032484,44.466863,1424238063,1424238063,0.71341,0.674171,6.1e-4,4.94e-4,1.16e-4,0,0,NA,NA,NA,4,4,4,3,1,1,1,,0
59.166.0.7,14317,149.171.126.7,111,udp,CON,0.004755,568,312,31,29,0,0,NA,716719.25,393690.8438,4,4,0,0,0,0,142,78,0,0,1.696587,1.538429,1424233394,1424233394,1.205667,1.094333,0,0,0,0,0,NA,NA,NA,3,7,5,4,1,1,3,,0
59.166.0.9,6680,149.171.126.5,111,udp,CON,0.004662,568,320,31,29,0,0,NA,731016.6875,411840.4063,4,4,0,0,0,0,142,80,0,0,1.666652,1.48021,1424222788,1424222788,1.184,1.053667,0,0,0,0,0,NA,NA,NA,9,7,4,6,1,1,3,,0
59.166.0.9,14478,149.171.126.3,53,udp,CON,0.001101,146,178,31,29,0,0,NA,530426.875,646684.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421934089,1421934089,0.012,0.003,0,0,0,0,0,0,0,0,13,8,1,4,2,1,1,,0
59.166.0.1,59326,149.171.126.7,63388,udp,CON,0.001726,512,304,31,29,0,0,NA,1779837.75,1056778.625,4,4,0,0,0,0,128,76,0,0,0.632625,0.294395,1421971000,1421971000,0.450333,0.214667,0,0,0,0,0,0,0,0,18,9,10,7,1,1,3,,0
59.166.0.7,32907,149.171.126.2,51416,tcp,FIN,0.017012,2854,31354,31,29,7,17,NA,1312955.5,14437338,46,48,255,255,1024422709,1024708087,62,653,0,0,21.125107,20.406071,1424259811,1424259811,0.378545,0.357891,6.84e-4,5.41e-4,1.43e-4,0,0,NA,NA,NA,6,10,9,6,1,1,4,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,8e-6,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260941,1424260941,0.008,0,0,0,0,0,2,NA,NA,NA,33,33,17,17,17,17,33,Generic,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,3e-6,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232185,1424232185,0.003,0,0,0,0,0,2,NA,NA,NA,8,8,8,8,8,2,8,Generic,1
149.171.126.10,47439,175.45.176.0,53,udp,INT,7e-6,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424259024,1424259024,0.007,0,0,0,0,0,0,NA,NA,NA,38,38,36,36,36,19,38,,0
59.166.0.0,42620,149.171.126.5,53,udp,CON,0.001151,146,178,31,29,0,0,dns,507384.875,618592.5,2,2,0,0,0,0,73,89,0,0,0,0,1424233749,1424233749,0.008,0.001,0,0,0,0,0,NA,NA,NA,1,1,3,1,1,1,1,,0
59.166.0.4,5961,149.171.126.4,80,tcp,FIN,8.481752,18786,1087890,31,29,2,370,http,17668.99023,1024724.063,352,746,255,255,2167443749,18883621,53,1458,1,524288,3131.494712,2120.148027,1424222804,1424222813,24.163659,11.384257,6.08e-4,4.76e-4,1.32e-4,0,0,1,NA,NA,1,2,3,2,1,1,2,,0
59.166.0.7,19611,149.171.126.8,5315,tcp,FIN,0.355024,424,8824,31,29,1,4,ftp-data,8359.998047,182275,8,12,255,255,2532427580,1108490275,53,735,0,0,2992.222545,2377.948239,1424236482,1424236483,50.673571,32.228819,6.17e-4,5e-4,1.17e-4,0,0,NA,NA,NA,3,5,6,5,1,1,4,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,8e-6,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232211,1424232211,0.008,0,0,0,0,0,2,NA,NA,NA,36,36,19,18,18,18,36,Generic,1
59.166.0.1,8177,149.171.126.4,6156,tcp,FIN,0.037496,2870,27392,31,29,7,16,NA,599103.875,5717303,46,46,255,255,1411357156,1426284309,62,595,0,0,0,1.804053,1421952682,1421952682,0.826067,0.821133,6.87e-4,5.42e-4,1.45e-4,0,0,0,0,0,6,9,4,9,1,1,2,,0
59.166.0.8,29263,149.171.126.0,80,tcp,FIN,1.004834,1580,10168,31,29,3,5,http,11536.2334,76462.375,12,18,255,255,2862312512,2867501627,132,565,1,83,9530.233435,7675.234001,1421946786,1421946787,91.314909,59.079768,6.17e-4,4.74e-4,1.43e-4,0,0,4,0,0,2,1,1,1,1,1,1,,0
59.166.0.0,15764,149.171.126.4,37117,udp,CON,0.001809,528,304,31,29,0,0,NA,1751243.75,1008291.875,4,4,0,0,0,0,132,76,0,0,0.636867,0.320792,1421930516,1421930516,0.454333,0.233333,0,0,0,0,0,0,0,0,7,8,3,4,1,1,2,,0
59.166.0.3,12981,149.171.126.5,111,udp,CON,0.004533,568,304,31,29,0,0,NA,751820,402382.5313,4,4,0,0,0,0,142,76,0,0,1.711201,1.432362,1421956581,1421956581,1.218,1.018333,0,0,0,0,0,0,0,0,13,11,7,3,1,1,3,,0
59.166.0.8,35633,149.171.126.1,53,udp,CON,0.001022,146,178,31,29,0,0,dns,571428.5625,696673.1875,2,2,0,0,0,0,73,89,0,0,0,0,1424243497,1424243497,0.008,0.006,0,0,0,0,0,NA,NA,NA,6,1,4,1,1,1,3,,0
59.166.0.2,34624,149.171.126.7,5190,tcp,FIN,0.746158,2158,2464,31,29,6,6,NA,22182.96875,25324.39453,24,24,255,255,492842747,493140045,90,103,0,0,2028.419477,55.262891,1424237576,1424237577,32.426565,32.417521,6.63e-4,5.45e-4,1.18e-4,0,0,NA,NA,NA,3,3,5,3,1,1,1,,0
59.166.0.1,4906,149.171.126.5,3655,tcp,FIN,0.004999,4096,2456,31,29,7,7,NA,6191638,3712742.5,18,18,255,255,2828209548,2831510882,228,136,0,0,13.549017,0.340511,1421931660,1421931660,0.275529,0.261118,7.35e-4,5.56e-4,1.79e-4,0,0,0,0,0,11,6,5,3,1,1,3,,0
59.166.0.9,44011,149.171.126.7,25,tcp,FIN,0.301899,37232,3276,31,29,18,8,smtp,967634.9375,84664.07813,52,40,255,255,3230732702,1086380343,716,82,0,0,628.296789,20.960938,1424222803,1424222803,6.116449,7.727487,6.57e-4,5.22e-4,1.35e-4,0,0,NA,NA,NA,1,1,3,5,1,1,2,,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424244941,1424244941,0.009,0,0,0,0,0,2,NA,NA,NA,27,27,22,22,22,22,27,Generic,1
59.166.0.0,46025,149.171.126.3,80,tcp,FIN,1.43603,1684,10168,31,29,3,5,NA,8712.910156,53503.05859,14,18,255,255,2382600595,2414240592,120,565,1,3924,9123.325938,7987.65103,1421945207,1421945208,110.434,84.444588,5.96e-4,4.68e-4,1.28e-4,0,0,6,0,0,5,13,16,6,6,6,6,,0
59.166.0.4,1309,149.171.126.1,53,udp,CON,0.0011,146,178,31,29,0,0,dns,530909.125,647272.75,2,2,0,0,0,0,73,89,0,0,0,0,1421935987,1421935987,0.008,0.005,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,,0
59.166.0.4,34369,149.171.126.2,53,udp,CON,0.001016,130,162,31,29,0,0,dns,511811,637795.25,2,2,0,0,0,0,65,81,0,0,0,0,1421935242,1421935242,0.011,0.008,0,0,0,0,0,0,0,0,3,4,2,8,1,1,1,,0
59.166.0.4,40419,149.171.126.7,38390,tcp,FIN,0.026926,2958,32512,31,29,7,18,NA,860729.4375,9473966,48,52,255,255,2700815316,2711893803,62,625,0,0,35.032213,33.322824,1424234488,1424234488,0.565766,0.52786,6.71e-4,5.3e-4,1.41e-4,0,0,NA,NA,NA,5,5,3,5,1,1,2,,0
59.166.0.6,5144,149.171.126.4,6881,tcp,FIN,0.013419,1540,1644,31,29,4,4,NA,860868.875,925851.375,16,18,255,255,4169600652,4180071924,96,91,0,0,60.242551,1.398566,1421953854,1421953854,0.873333,0.761941,5.85e-4,4.62e-4,1.23e-4,0,0,0,0,0,10,13,11,9,7,1,7,,0
59.166.0.5,52016,149.171.126.7,23728,udp,CON,0.003742,512,304,31,29,0,0,NA,820951.3125,487439.875,4,4,0,0,0,0,128,76,0,0,1.562471,1.259594,1421953298,1421953298,1.113333,0.895667,0,0,0,0,0,0,0,0,4,7,2,2,1,1,1,,0
59.166.0.6,41977,149.171.126.5,10394,tcp,FIN,0.051039,3302,37226,31,29,7,21,NA,508003.6875,5730833.5,54,56,255,255,252783071,262028862,61,665,0,0,63.677198,62.748091,1424238657,1424238657,0.975558,0.953981,5.96e-4,4.76e-4,1.2e-4,0,0,NA,NA,NA,4,4,1,1,1,1,1,,0
59.166.0.5,56810,149.171.126.8,80,tcp,FIN,0.042353,1056,824,31,29,2,2,http,174533.0938,140155.3594,8,10,255,255,1730177935,1733551488,132,82,1,83,350.580743,8.470926,1421971030,1421971030,5.997857,4.652333,5.98e-4,4.78e-4,1.2e-4,0,0,1,0,0,1,4,14,14,1,1,7,,0
59.166.0.2,39998,149.171.126.4,25,tcp,FIN,0.036897,37272,3380,31,29,18,8,smtp,7926064.5,715505.3125,52,42,255,255,2753669658,2755141098,717,80,0,0,46.661196,1.931955,1424237849,1424237849,0.73114,0.886634,6.88e-4,5.43e-4,1.45e-4,0,0,NA,NA,NA,1,1,3,4,1,1,1,,0
59.166.0.4,58760,149.171.126.9,10966,udp,CON,0.084993,520,304,31,29,0,0,NA,36708.90625,21460.5918,4,4,0,0,0,0,130,76,0,0,21.182562,22.594184,1424243920,1424243920,14.986333,15.981,0,0,0,0,0,NA,NA,NA,7,7,3,2,1,1,4,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-6,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424223497,1424223497,0.007,0,0,0,0,0,0,NA,NA,NA,30,30,14,14,14,7,30,,0
59.166.0.1,35121,149.171.126.9,53,udp,CON,0.001027,146,178,31,29,0,0,dns,568646.5625,693281.375,2,2,0,0,0,0,73,89,0,0,0,0,1424239831,1424239831,0.008,0.002,0,0,0,0,0,NA,NA,NA,6,4,2,4,2,1,3,,0
10.40.85.1,0,10.40.85.30,0,arp,CON,43.088551,56,92,0,0,0,0,NA,5.198597,8.540552,2,2,0,0,0,0,28,46,0,0,0,9.283147,1424237199,1424237242,43088.444,43088.412,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,1,,0
59.166.0.4,28834,149.171.126.3,80,tcp,FIN,2.214787,1684,10168,31,29,3,5,http,5649.301758,34690.46875,14,18,255,255,502098462,2722409368,120,565,1,3924,12394.91877,10840.1599,1421930408,1421930410,170.278231,130.247412,7.76e-4,5.8e-4,1.96e-4,0,0,1,0,0,3,2,3,2,2,1,1,,0
59.166.0.5,53348,149.171.126.1,80,tcp,FIN,1.004911,1580,10168,31,29,3,5,http,11535.35059,76456.52344,12,18,255,255,2820077080,2825278580,132,565,1,3924,9529.407111,7675.809298,1424260963,1424260964,91.321274,59.080883,6.64e-4,5.33e-4,1.31e-4,0,0,1,NA,NA,1,1,2,1,1,1,1,,0
59.166.0.4,58730,149.171.126.7,12004,tcp,FIN,0.095243,3978,51232,31,29,7,24,NA,329179.0625,4238086,67,66,255,255,3222457609,1077398238,59,776,0,0,104.05768,118.540725,1421961594,1421961594,1.437742,1.4558,7.49e-4,6.08e-4,1.41e-4,0,0,0,0,0,5,3,1,4,1,1,1,,0
149.171.126.15,47439,175.45.176.3,53,udp,INT,5e-6,264,0,60,0,0,0,dns,211200000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424245121,1424245121,0.005,0,0,0,0,0,0,NA,NA,NA,14,14,14,14,14,14,14,,0
59.166.0.7,34965,149.171.126.0,53,udp,CON,0.001073,146,178,31,29,0,0,dns,544268.375,663560.125,2,2,0,0,0,0,73,89,0,0,0,0,1421950189,1421950189,0.011,0.009,0,0,0,0,0,0,0,0,1,2,2,4,1,1,1,,0
59.166.0.5,42874,149.171.126.1,4771,tcp,FIN,0.046114,2646,24570,31,29,7,15,NA,448106.8438,4165676.25,42,44,255,255,2688816516,562332717,63,558,0,0,70.690637,69.212759,1421937265,1421937265,1.115951,1.058512,7.29e-4,5.9e-4,1.39e-4,0,0,0,0,0,6,5,3,2,1,1,1,,0
59.166.0.7,61844,149.171.126.1,5190,tcp,FIN,0.006408,2158,1918,31,29,6,5,NA,2583021.25,2275905.25,24,20,255,255,1889325364,1889659959,90,96,0,0,15.071744,16.683164,1421932539,1421932539,0.278609,0.298842,7.1e-4,6.04e-4,1.06e-4,0,0,0,0,0,8,4,1,2,1,1,1,,0
59.166.0.5,31764,149.171.126.2,30454,tcp,FIN,0.00493,4536,2456,31,29,7,7,NA,6951724.5,3764706,18,18,255,255,430077569,434397629,252,136,0,0,13.453243,0.339582,1424230404,1424230404,0.270882,0.259706,6.38e-4,5.12e-4,1.26e-4,0,0,NA,NA,NA,10,5,6,8,1,1,3,,0
59.166.0.4,19026,149.171.126.3,53,udp,CON,0.001065,132,164,31,29,0,0,dns,495774.6563,615962.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421948223,1421948223,0.011,0.008,0,0,0,0,0,0,0,0,1,2,6,10,1,1,2,,0
59.166.0.3,37678,149.171.126.5,53,udp,CON,9.25e-4,132,164,31,29,0,0,dns,570810.8125,709189.1875,2,2,0,0,0,0,66,82,0,0,0,0,1421953480,1421953480,0.006,0.008,0,0,0,0,0,0,0,0,3,3,3,8,2,1,1,,0
175.45.176.2,5333,149.171.126.10,80,tcp,FIN,0.401862,510,268,254,252,2,1,http,9137.464844,4459.242188,10,6,255,255,525204007,419318594,51,45,1,0,2308.912039,109.174398,1424255697,1424255697,41.622111,66.695398,0.142728,0.06838,0.074348,0,1,1,NA,NA,9,9,2,2,2,1,9,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424260693,1424260693,0.009,0,0,0,0,0,2,NA,NA,NA,40,40,33,33,33,17,40,Generic,1
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-6,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424225085,1424225085,0.007,0,0,0,0,0,0,NA,NA,NA,20,20,8,8,8,8,20,,0
59.166.0.1,22845,149.171.126.7,33928,tcp,FIN,0.018939,2646,23636,31,29,7,15,NA,1091081.875,9757221,42,44,255,255,1115013979,3260718409,63,537,0,0,27.147995,27.06967,1421961691,1421961691,0.453463,0.426744,7.23e-4,5.78e-4,1.45e-4,0,0,0,0,0,10,1,2,8,1,1,2,,0
59.166.0.3,36195,149.171.126.5,34020,tcp,FIN,0.046582,4014,59460,31,29,7,28,NA,679232.375,10065863,68,70,255,255,2766387990,631438978,59,849,0,0,41.839722,41.541983,1424220386,1424220386,0.690642,0.677955,0.001269,0.001156,1.13e-4,0,0,NA,NA,NA,14,11,4,4,1,1,4,,0
175.45.176.2,30878,149.171.126.11,111,tcp,FIN,0.734875,564,354,254,252,2,1,NA,5530.191895,3374.723389,10,8,255,255,1732932981,2821139878,56,44,0,0,5922.321214,139.283266,1424220111,1424220112,78.611556,99.675859,0.06189,0.037135,0.024755,0,1,NA,NA,NA,1,1,3,3,1,1,10, Reconnaissance ,1
59.166.0.3,47782,149.171.126.0,53,udp,CON,0.001066,146,178,31,29,0,0,dns,547842.4375,667917.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424259045,1424259045,0.009,0.007,0,0,0,0,0,NA,NA,NA,1,3,7,3,1,1,1,,0
149.171.126.18,47439,175.45.176.1,53,udp,INT,2e-6,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424237748,1424237748,0.002,0,0,0,0,0,0,NA,NA,NA,26,26,13,13,13,13,26,,0
59.166.0.9,58704,149.171.126.6,25,tcp,FIN,0.523497,37366,3172,31,29,18,8,smtp,560049.0625,47205.62109,52,38,255,255,1251824502,1290615255,719,83,0,0,1000.800978,35.003102,1424254318,1424254318,10.257902,14.134433,6.73e-4,5.19e-4,1.54e-4,0,0,NA,NA,NA,1,1,3,6,1,1,1,,0
59.166.0.0,39036,149.171.126.7,143,tcp,FIN,0.775478,7822,14894,31,29,30,32,NA,80033.21875,152432.4375,122,126,255,255,1180049033,3327210879,64,118,0,0,416.15245,411.588514,1424241343,1424241344,6.405967,6.199704,0.001446,5.12e-4,9.34e-4,0,0,NA,NA,NA,6,10,3,6,1,1,1,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-6,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239293,1424239293,0.009,0,0,0,0,0,2,NA,NA,NA,37,37,13,13,13,13,37,Generic,1
59.166.0.2,18934,149.171.126.1,80,tcp,FIN,0.759727,1052,824,31,29,2,2,http,9698.220703,7813.333008,8,10,255,255,2882421733,738156176,132,82,1,83,6420.486458,198.054203,1424219889,1424219889,108.370717,84.352219,6.96e-4,5.53e-4,1.43e-4,0,0,1,NA,NA,8,5,6,14,8,1,1,,0
59.166.0.4,52937,149.171.126.0,50745,tcp,FIN,0.016603,2646,25364,31,29,7,15,NA,1244594.375,11943865,42,44,255,255,839613613,864753612,63,576,0,0,24.892916,23.845995,1421958866,1421958866,0.396146,0.373791,6.75e-4,5.23e-4,1.52e-4,0,0,0,0,0,4,12,6,3,1,1,1,,0
59.166.0.5,31541,149.171.126.6,29544,tcp,FIN,0.044804,2542,19918,31,29,7,13,NA,442639.0625,3467726.25,40,40,255,255,4194104592,4282689512,64,498,0,0,70.153492,1.930394,1424240682,1424240682,1.140103,1.164842,6.61e-4,5.37e-4,1.24e-4,0,0,NA,NA,NA,2,3,5,9,1,1,2,,0
59.166.0.2,16253,149.171.126.9,111,udp,CON,0.317414,568,312,31,29,0,0,NA,10736.7666,5897.660645,4,4,0,0,0,0,142,78,0,0,142.355687,142.360156,1421938049,1421938049,100.664664,100.673336,0,0,0,0,0,0,0,0,4,5,4,3,1,1,3,,0
59.166.0.1,19632,149.171.126.2,80,tcp,FIN,1.085934,1684,10168,31,29,3,5,http,11521.87793,70751.99219,14,18,255,255,2923218498,774608121,120,565,0,0,8786.959337,7693.884757,1421931292,1421931293,83.506538,63.825118,0.001027,9.05e-4,1.22e-4,0,0,0,0,0,1,2,2,8,1,1,1,,0
59.166.0.2,6112,149.171.126.2,53,udp,CON,0.001078,146,178,31,29,0,0,dns,541744,660482.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424252558,1424252558,0.007,0.007,0,0,0,0,0,NA,NA,NA,3,1,1,3,2,1,1,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-6,114,0,254,0,0,0,dns,456000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238984,1424238984,0.001,0,0,0,0,0,2,NA,NA,NA,34,34,30,30,30,13,34,Generic,1
59.166.0.5,39190,149.171.126.8,53,udp,CON,0.001086,146,178,31,29,0,0,dns,537753.25,655616.9375,2,2,0,0,0,0,73,89,0,0,0,0,1421946871,1421946871,0.01,0.008,0,0,0,0,0,0,0,0,4,3,5,7,1,1,1,,0
59.166.0.0,45731,149.171.126.8,25,tcp,FIN,0.736817,37280,3172,31,29,18,8,smtp,396994.0938,33538.85547,52,38,255,255,3722221581,1603704517,717,83,0,0,1416.141138,48.978797,1421939107,1421939107,14.440549,19.899379,6.76e-4,5.32e-4,1.44e-4,0,0,0,0,0,1,1,2,2,1,1,1,,0
175.45.176.1,0,149.171.126.10,0,unas,INT,3e-6,200,0,254,0,0,0,NA,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1424237419,1424237419,0.003,0,0,0,0,0,2,NA,NA,NA,3,3,1,1,1,1,3,Backdoor,1
59.166.0.2,46876,149.171.126.0,6881,tcp,FIN,0.42869,13246,548216,31,29,21,197,NA,246126.5781,10207190,230,438,255,255,3486025122,3493671598,58,1252,0,0,112.217433,58.096769,1421942127,1421942128,1.870629,0.979725,6.79e-4,5.45e-4,1.34e-4,0,0,0,0,0,6,12,2,1,1,1,1,,0
59.166.0.3,29594,149.171.126.0,111,udp,CON,0.087355,568,320,31,29,0,0,NA,39013.21875,21979.2793,4,4,0,0,0,0,142,80,0,0,33.92557,33.935234,1424225097,1424225097,23.998,24.001334,0,0,0,0,0,NA,NA,NA,8,3,2,5,1,1,3,,0
59.166.0.8,57212,149.171.126.1,27556,tcp,FIN,0.030935,2958,31788,31,29,7,18,NA,749183.75,8056376,48,50,255,255,1886645596,1900170177,62,636,0,0,0,36.889988,1421941255,1421941255,0.651234,0.620204,6.9e-4,5.42e-4,1.48e-4,0,0,0,0,0,9,13,2,1,1,1,1,,0
149.171.126.15,1043,175.45.176.3,53,udp,INT,3e-6,264,0,60,0,0,0,dns,352000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424246266,1424246266,0.003,0,0,0,0,0,0,NA,NA,NA,30,30,27,27,27,14,30,,0
59.166.0.6,22109,149.171.126.2,21,tcp,FIN,2.942793,2934,3740,31,29,11,15,NA,7823.860352,9979.635742,52,54,255,255,2707509262,581675915,56,69,0,0,4074.70747,132.358797,1421933872,1421933875,57.695627,55.514473,6.5e-4,5.25e-4,1.25e-4,0,0,0,0,0,14,11,4,5,1,1,3,,0
59.166.0.2,25391,149.171.126.2,53,udp,CON,9.74e-4,130,162,31,29,0,0,dns,533880.875,665297.75,2,2,0,0,0,0,65,81,0,0,0,0,1424229868,1424229868,0.001,0.004,0,0,0,0,0,NA,NA,NA,5,3,3,3,3,1,3,,0
59.166.0.5,8943,149.171.126.4,53,udp,CON,0.001019,132,164,31,29,0,0,dns,518155.0625,643768.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421964402,1421964402,0.011,0.009,0,0,0,0,0,0,0,0,1,2,4,2,1,1,1,,0
59.166.0.6,24959,149.171.126.6,25,tcp,FIN,0.401948,37266,3380,31,29,18,8,smtp,727457.25,65680.14063,52,42,255,255,3223673772,3224602533,717,80,0,0,705.114213,23.47967,1424238945,1424238945,8.0221,9.792244,5.94e-4,4.63e-4,1.31e-4,0,0,NA,NA,NA,2,1,2,2,1,1,2,,0
59.166.0.9,14516,149.171.126.8,25,tcp,FIN,0.023603,37360,3380,31,29,18,8,smtp,12419438,1118501.875,52,42,255,255,2052108791,2053135621,718,80,0,0,28.322979,1.067299,1424260948,1424260948,0.474673,0.562488,6.62e-4,5.38e-4,1.24e-4,0,0,NA,NA,NA,1,2,2,1,1,1,1,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,7e-6,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1424252042,1424252042,0.007,0,0,0,0,0,2,NA,NA,NA,24,24,16,18,16,16,24,Generic,1
59.166.0.6,28761,149.171.126.1,80,tcp,FIN,0.004742,1038,820,31,29,2,2,http,1533530.25,1245044.375,8,10,255,255,2773379610,629551823,130,82,1,81,34.357504,0.914371,1421962889,1421962889,0.627143,0.466444,6.75e-4,5.42e-4,1.33e-4,0,0,1,0,0,1,2,3,12,1,1,1,,0
59.166.0.8,45339,149.171.126.5,5522,tcp,FIN,0.201765,4862,79236,31,29,7,36,NA,190518.6719,3105196.75,84,86,255,255,505386784,2681223390,58,921,0,0,149.688211,150.721082,1421945902,1421945902,2.427024,2.367294,6.79e-4,5.41e-4,1.38e-4,0,0,0,0,0,2,10,4,2,1,1,1,,0
149.171.126.18,1043,175.45.176.3,53,udp,INT,8e-6,264,0,60,0,0,0,dns,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424231394,1424231394,0.008,0,0,0,0,0,0,NA,NA,NA,37,37,7,7,7,7,37,,0
